This lesson is not available for preview. Please enroll in the course to access it.,Bu ders önizleme için mevcut değil. Lütfen erişmek için kursa kaydolun.,
This lesson is not available for preview. Please join the course to access it.,Bu ders önizleme için mevcut değil. Lütfen erişmek için kursa katılın.,
This quiz consists of {0} questions.,Bu sınav {0} sorudan oluşmaktadır.,
Thursday,Perşembe,
Time,Zaman,
Time Preference,Zaman Tercihi,
Time must be in 24 hour format (HH:mm). Example 11:30 or 22:00,Saat 24 saat formatında (HH:mm) olmalıdır. Örnek 11:30 veya 22:00,
Timetable,Zaman Çizelgesi,
Timezone,Zaman Dilimi,
Title,Başlık,
To,Alıcı,
To Date,Bitiş Tarihi,
"To upload Image, Video, Audio or PDF from your system, click on the add icon and select upload from the menu. Then choose the file you want to add to the lesson and it gets added to your lesson.","Sisteminizden Resim, Video, Ses veya PDF yüklemek için ekle simgesine tıklayın ve menüden yüklemeyi seçin. Ardından derse eklemek istediğiniz dosyayı seçin ve dersinize eklensin.",
Toggle Full Width,Geniş Görünüm,
Toggle Theme,Temayı Değiştir,
"Too many users signed up recently, so the registration is disabled. Please try back in an hour","Son zamanlarda çok fazla kullanıcı kaydoldu, bu yüzden kayıt devre dışı bırakıldı. Lütfen bir saat sonra tekrar deneyin",
Total,Toplam,
Total Signups,Toplam Kayıt,
Trigger Primary Action,Kaydet,
Try Again,Tekrar Deneyin,
Tuesday,Salı,
Twitter,X,
Type,Türü,
Type your answer,Cevabınızı yazın,
"UK Grading  (e.g. 1st, 2:2)","Birleşik Krallık Derecelendirmesi (örn. 1, 2:2)",
URL,URL,
Under Review,İnceleniyor,
Unlisted,Listelenmemiş,
Upcoming,Yaklaşanlar,
Upcoming Batches,Yaklaşan Sınıflar,
Upcoming Evaluations,Yaklaşan Değerlendirmeler,
Update,Güncelle,
Update Password,Şifreyi Güncelle,
Upload,Yükle,
Upload File,Dosya Yükle,
Uploading {0}%,%{0} Yükleniyor,
User,Kullanıcı,
User Category,Kullanıcı Kategorisi,
User Field,Kullanıcı Alanı,
User Image,Kullanıcı Resmi,
User Input,Kullanıcı Girişi,
User Settings,Kullanıcı Ayarları,
User Skill,Kullanıcı Becerisi,
Username,Kullanıcı Adı,
Users Response,Kullanıcıların Yanıtı,
Valid email and name required,Geçerli e-posta ve ad gereklidir,
Value,Değer,
Value Change,Değer Değişimi,
Video Embed Link,Video Gömme Bağlantısı,
View,Göster,
View Certificate,Sertifikayı Görüntüle,
View Website,Websitesine Git,
Visibility,Görünürlülük,
Visit the following link to view your ,Görüntülemek için aşağıdaki bağlantıyı ziyaret edin ,
Volunteering or Internship,Staj,
We are pleased to inform you that you have been enrolled in our upcoming batch. Congratulations!,Yaklaşan grubumuza kaydolduğunuzu bildirmekten mutluluk duyuyoruz. Tebrikler!,
Web Page,Web Sayfası,
Wednesday,Çarşamba,
Welcome to {0}!,{0} Uygulamasına Hoş Geldiniz!,
What does include in preview mean?,Önizlemede dahil etmek ne anlama geliyor?,
"When a course gets submitted for review, it will be listed here.",Bir kurs incelenmek üzere gönderildiğinde burada listelenecektir.,
Where did you hear about us?,Bizi nereden duydunuz?,
"With this certification, you can now showcase your updated skills and share your achievement with your colleagues and on LinkedIn. To access your certificate, please click on the link provided below. Make sure you are logged in to the portal.",Bu sertifika ile artık güncellenmiş becerilerinizi sergileyebilir ve başarınızı iş arkadaşlarınızla ve LinkedIn'de paylaşabilirsiniz. Sertifikanıza erişmek için lütfen aşağıda verilen bağlantıya tıklayın. Portalda oturum açtığınızdan emin olun.,
Work Environment,Çalışma Ortamı,
Work Experience,İş Deneyimi,
Work Experience Details,İş Deneyimi,
Workspace Settings,Çalışma Alanı Ayarları,
Write a Review,Bir İnceleme Yazın,
Write a review,Bir inceleme yazın,
Write your answer here,Cevabınızı buraya yazın,
You are already enrolled for this batch.,Bu gruba zaten kayıtlısınız.,
You are already enrolled for this course.,Bu kursa zaten kayıtlısınız.,
You are not a member of this batch. Please checkout our upcoming batches.,Bu sınıfın üyesi değilsiniz. Lütfen yaklaşan sınıflara göz atın.,
You are not a mentor of the course {0},Kursun mentoru değilsiniz {0},
You are not enrolled,Kayıtlı değilsiniz,
You are not enrolled in this course. Please enroll to access this lesson.,Bu derse kayıtlı değilsiniz. Bu derse erişmek için lütfen kaydolun.,
You can also copy-paste following link in your browser,Aşağıdaki bağlantıyı tarayıcınıza kopyalayıp yapıştırabilirsiniz,
You can attempt this quiz only {0} {1},Bu testi sadece {0} {1} adresinden deneyebilirsiniz.,
You can attempt this quiz {0}.,Bu testi {0} deneyebilirsiniz.,
You cannot schedule evaluations after {0}.,{0} tarihinden sonra değerlendirme planlayamazsınız.,
You cannot schedule evaluations for past slots.,Geçmiş dönemler için değerlendirme planlayamazsınız.,
You do not have permission to access this page.,Bu sayfaya erişmek için izniniz yok.,
You don't have any notifications.,Herhangi bir bildiriminiz yok.,
You got,Puanın,
You got {0}% correct answers with a score of {1} out of {2},{0}% doğru cevap verdiniz ve {2} üzerinden {1} puan aldınız,
You have already applied for this job.,Bu iş için zaten başvurdunuz.,
You have already exceeded the maximum number of attempts allowed for this quiz.,Bu sınav için izin verilen maksimum deneme sayısını zaten aştınız.,
You have already reviewed this course,Bu kursa zaten yorum eklediniz,
You have been enrolled in this batch,Bu gruba kayıt oldunuz,
You have been enrolled in this course,Bu kursa zaten kayıtlısınız,
"You have not created any quizzes yet. To create a new quiz, click on the ""New Quiz"" button above.","Henüz hiçbir sınav oluşturmadınız. Yeni bir sınav oluşturmak için yukarıdaki ""Yeni Sınav"" düğmesine tıklayın.",
You have opted to be notified for this course. You will receive an email when the course becomes available.,Bu kurs için bildirim almayı seçtiniz. Kurs kullanılabilir olduğunda bir e-posta alacaksınız.,
You need to login first to enroll for this course,Bu kursa kaydolmak için önce giriş yapmanız gerekiyor,
You will have to get {0}% correct answers in order to pass the quiz.,Sınavı geçmek için %{0} doğru cevap almanız gerekecektir.,
You've applied to become a mentor for this course. Your request is currently under review.,Bu kurs için mentor olmak üzere başvuruda bulundunuz. Talebiniz şu anda inceleme aşamasındadır.,
You've successfully submitted the assignment.,Ödevi başarıyla teslim ettiniz.,
YouTube Video URL,YouTube Video URL,
YouTube Video will appear at the top of the lesson.,YouTube Videosu dersin en üstünde görünecektir.,
Your Account has been successfully created!,Hesabınız başarıyla oluşturuldu!,
Your calendar is set.,Takviminiz hazır.,
Your score is,Puanınız,
Zoom Settings,Zoom Ayarları,
activities,aktiviteler,
activity,aktivite,
cancel your application,başvurunuzu iptal edin,
certificate,sertifika,
certificates,sertifikalar,
completed,Tamamlandı,
correct answers,doğru cevap,
jane@example.com,eposta@ornek.com.tr,
member,üyeler,
members,üyeler,
of,/,
ratings,değerlendirme,
you can,yapabilirsin,
{0} Settings not found,{0} Ayarları bulunamadı,
{0} is already a Student of {1} course through {2} batch,{0} halihazırda {2} grubu aracılığıyla {1} kursu öğrencisidir,
{0} mentioned you in a comment,{0} bir yorumda sizden bahsetti,
